patch_id,tile_name,split,naip_path,lidar_year,lidar_year_source,lidar_acquisition_year,lidar_acquisition_start_year,lidar_acquisition_end_year,lidar_acquisition_source,lidar_acquisition_evidence,lidar_acquisition_verified,lidar_file_creation_year,lidar_file_creation_date,lidar_inferred_year_hint,lidar_inferred_year_hint_source,naip_year,year_gap,gap_flag,naip_width,naip_height,naip_resolution_m,naip_valid_fraction,naip_has_nir,status,error
legacy_USGS_LPC_OR_WesternWildfires_A22_s04710w14520_r000384_c001152,USGS_LPC_OR_WesternWildfires_A22_s04710w14520.laz,validation,,2020,cli_acquisition_override,2020,2020,2020,User-confirmed Tillamook A22 project metadata,regions/tillamook_lidar_acquisition.md,true,2024,2024-03-17,2022,project_name,,,,,,,,,missing_cache,No cached NAIP imagery at patches/validation/legacy_USGS_LPC_OR_WesternWildfires_A22_s04710w14520_r000384_c001152.npz
legacy_USGS_LPC_OR_WesternWildfires_A22_s04710w14520_r000512_c000256,USGS_LPC_OR_WesternWildfires_A22_s04710w14520.laz,validation,,2020,cli_acquisition_override,2020,2020,2020,User-confirmed Tillamook A22 project metadata,regions/tillamook_lidar_acquisition.md,true,2024,2024-03-17,2022,project_name,,,,,,,,,missing_cache,No cached NAIP imagery at patches/validation/legacy_USGS_LPC_OR_WesternWildfires_A22_s04710w14520_r000512_c000256.npz
legacy_USGS_LPC_OR_WesternWildfires_A22_s04710w14520_r000512_c001024,USGS_LPC_OR_WesternWildfires_A22_s04710w14520.laz,validation,,2020,cli_acquisition_override,2020,2020,2020,User-confirmed Tillamook A22 project metadata,regions/tillamook_lidar_acquisition.md,true,2024,2024-03-17,2022,project_name,,,,,,,,,missing_cache,No cached NAIP imagery at patches/validation/legacy_USGS_LPC_OR_WesternWildfires_A22_s04710w14520_r000512_c001024.npz
legacy_USGS_LPC_OR_WesternWildfires_A22_s04710w14520_r000640_c000384,USGS_LPC_OR_WesternWildfires_A22_s04710w14520.laz,validation,,2020,cli_acquisition_override,2020,2020,2020,User-confirmed Tillamook A22 project metadata,regions/tillamook_lidar_acquisition.md,true,2024,2024-03-17,2022,project_name,,,,,,,,,missing_cache,No cached NAIP imagery at patches/validation/legacy_USGS_LPC_OR_WesternWildfires_A22_s04710w14520_r000640_c000384.npz
legacy_USGS_LPC_OR_WesternWildfires_A22_s04710w14520_r000768_c000000,USGS_LPC_OR_WesternWildfires_A22_s04710w14520.laz,validation,,2020,cli_acquisition_override,2020,2020,2020,User-confirmed Tillamook A22 project metadata,regions/tillamook_lidar_acquisition.md,true,2024,2024-03-17,2022,project_name,,,,,,,,,missing_cache,No cached NAIP imagery at patches/validation/legacy_USGS_LPC_OR_WesternWildfires_A22_s04710w14520_r000768_c000000.npz
legacy_USGS_LPC_OR_WesternWildfires_A22_s04710w14520_r000768_c000256,USGS_LPC_OR_WesternWildfires_A22_s04710w14520.laz,validation,,2020,cli_acquisition_override,2020,2020,2020,User-confirmed Tillamook A22 project metadata,regions/tillamook_lidar_acquisition.md,true,2024,2024-03-17,2022,project_name,,,,,,,,,missing_cache,No cached NAIP imagery at patches/validation/legacy_USGS_LPC_OR_WesternWildfires_A22_s04710w14520_r000768_c000256.npz
legacy_USGS_LPC_OR_WesternWildfires_A22_s04710w14520_r000896_c000000,USGS_LPC_OR_WesternWildfires_A22_s04710w14520.laz,validation,,2020,cli_acquisition_override,2020,2020,2020,User-confirmed Tillamook A22 project metadata,regions/tillamook_lidar_acquisition.md,true,2024,2024-03-17,2022,project_name,,,,,,,,,missing_cache,No cached NAIP imagery at patches/validation/legacy_USGS_LPC_OR_WesternWildfires_A22_s04710w14520_r000896_c000000.npz
legacy_USGS_LPC_OR_WesternWildfires_A22_s04710w14520_r000896_c000128,USGS_LPC_OR_WesternWildfires_A22_s04710w14520.laz,validation,,2020,cli_acquisition_override,2020,2020,2020,User-confirmed Tillamook A22 project metadata,regions/tillamook_lidar_acquisition.md,true,2024,2024-03-17,2022,project_name,,,,,,,,,missing_cache,No cached NAIP imagery at patches/validation/legacy_USGS_LPC_OR_WesternWildfires_A22_s04710w14520_r000896_c000128.npz
legacy_USGS_LPC_OR_WesternWildfires_A22_s04710w14520_r001024_c000128,USGS_LPC_OR_WesternWildfires_A22_s04710w14520.laz,validation,,2020,cli_acquisition_override,2020,2020,2020,User-confirmed Tillamook A22 project metadata,regions/tillamook_lidar_acquisition.md,true,2024,2024-03-17,2022,project_name,,,,,,,,,missing_cache,No cached NAIP imagery at patches/validation/legacy_USGS_LPC_OR_WesternWildfires_A22_s04710w14520_r001024_c000128.npz
legacy_USGS_LPC_OR_WesternWildfires_A22_s04710w14520_r001024_c000384,USGS_LPC_OR_WesternWildfires_A22_s04710w14520.laz,validation,,2020,cli_acquisition_override,2020,2020,2020,User-confirmed Tillamook A22 project metadata,regions/tillamook_lidar_acquisition.md,true,2024,2024-03-17,2022,project_name,,,,,,,,,missing_cache,No cached NAIP imagery at patches/validation/legacy_USGS_LPC_OR_WesternWildfires_A22_s04710w14520_r001024_c000384.npz
legacy_USGS_LPC_OR_WesternWildfires_A22_s04710w14520_r001024_c001664,USGS_LPC_OR_WesternWildfires_A22_s04710w14520.laz,validation,patches\validation\legacy_USGS_LPC_OR_WesternWildfires_A22_s04710w14520_r001024_c001664.npz,2020,cli_acquisition_override,2020,2020,2020,User-confirmed Tillamook A22 project metadata,regions/tillamook_lidar_acquisition.md,true,2024,2024-03-17,2022,project_name,2022,2,False,854,854,0.5995316159250585,1.0,True,cached,
legacy_USGS_LPC_OR_WesternWildfires_A22_s04710w14520_r001152_c000384,USGS_LPC_OR_WesternWildfires_A22_s04710w14520.laz,validation,,2020,cli_acquisition_override,2020,2020,2020,User-confirmed Tillamook A22 project metadata,regions/tillamook_lidar_acquisition.md,true,2024,2024-03-17,2022,project_name,,,,,,,,,missing_cache,No cached NAIP imagery at patches/validation/legacy_USGS_LPC_OR_WesternWildfires_A22_s04710w14520_r001152_c000384.npz
legacy_USGS_LPC_OR_WesternWildfires_A22_s04710w14520_r001280_c001536,USGS_LPC_OR_WesternWildfires_A22_s04710w14520.laz,validation,,2020,cli_acquisition_override,2020,2020,2020,User-confirmed Tillamook A22 project metadata,regions/tillamook_lidar_acquisition.md,true,2024,2024-03-17,2022,project_name,,,,,,,,,missing_cache,No cached NAIP imagery at patches/validation/legacy_USGS_LPC_OR_WesternWildfires_A22_s04710w14520_r001280_c001536.npz
legacy_USGS_LPC_OR_WesternWildfires_A22_s04710w14520_r001408_c000128,USGS_LPC_OR_WesternWildfires_A22_s04710w14520.laz,validation,,2020,cli_acquisition_override,2020,2020,2020,User-confirmed Tillamook A22 project metadata,regions/tillamook_lidar_acquisition.md,true,2024,2024-03-17,2022,project_name,,,,,,,,,missing_cache,No cached NAIP imagery at patches/validation/legacy_USGS_LPC_OR_WesternWildfires_A22_s04710w14520_r001408_c000128.npz
legacy_USGS_LPC_OR_WesternWildfires_A22_s04710w14520_r001408_c000384,USGS_LPC_OR_WesternWildfires_A22_s04710w14520.laz,validation,,2020,cli_acquisition_override,2020,2020,2020,User-confirmed Tillamook A22 project metadata,regions/tillamook_lidar_acquisition.md,true,2024,2024-03-17,2022,project_name,,,,,,,,,missing_cache,No cached NAIP imagery at patches/validation/legacy_USGS_LPC_OR_WesternWildfires_A22_s04710w14520_r001408_c000384.npz
legacy_USGS_LPC_OR_WesternWildfires_A22_s04710w14520_r001408_c001536,USGS_LPC_OR_WesternWildfires_A22_s04710w14520.laz,validation,,2020,cli_acquisition_override,2020,2020,2020,User-confirmed Tillamook A22 project metadata,regions/tillamook_lidar_acquisition.md,true,2024,2024-03-17,2022,project_name,,,,,,,,,missing_cache,No cached NAIP imagery at patches/validation/legacy_USGS_LPC_OR_WesternWildfires_A22_s04710w14520_r001408_c001536.npz
legacy_USGS_LPC_OR_WesternWildfires_A22_s04710w14520_r001536_c001408,USGS_LPC_OR_WesternWildfires_A22_s04710w14520.laz,validation,patches\validation\legacy_USGS_LPC_OR_WesternWildfires_A22_s04710w14520_r001536_c001408.npz,2020,cli_acquisition_override,2020,2020,2020,User-confirmed Tillamook A22 project metadata,regions/tillamook_lidar_acquisition.md,true,2024,2024-03-17,2022,project_name,2022,2,False,854,854,0.5995316159250585,1.0,True,cached,
legacy_USGS_LPC_OR_WesternWildfires_A22_s04710w14520_r001536_c001536,USGS_LPC_OR_WesternWildfires_A22_s04710w14520.laz,validation,,2020,cli_acquisition_override,2020,2020,2020,User-confirmed Tillamook A22 project metadata,regions/tillamook_lidar_acquisition.md,true,2024,2024-03-17,2022,project_name,,,,,,,,,missing_cache,No cached NAIP imagery at patches/validation/legacy_USGS_LPC_OR_WesternWildfires_A22_s04710w14520_r001536_c001536.npz
legacy_USGS_LPC_OR_WesternWildfires_A22_s04710w14520_r001664_c000128,USGS_LPC_OR_WesternWildfires_A22_s04710w14520.laz,validation,,2020,cli_acquisition_override,2020,2020,2020,User-confirmed Tillamook A22 project metadata,regions/tillamook_lidar_acquisition.md,true,2024,2024-03-17,2022,project_name,,,,,,,,,missing_cache,No cached NAIP imagery at patches/validation/legacy_USGS_LPC_OR_WesternWildfires_A22_s04710w14520_r001664_c000128.npz
legacy_USGS_LPC_OR_WesternWildfires_A22_s04710w14520_r001664_c000256,USGS_LPC_OR_WesternWildfires_A22_s04710w14520.laz,validation,,2020,cli_acquisition_override,2020,2020,2020,User-confirmed Tillamook A22 project metadata,regions/tillamook_lidar_acquisition.md,true,2024,2024-03-17,2022,project_name,,,,,,,,,missing_cache,No cached NAIP imagery at patches/validation/legacy_USGS_LPC_OR_WesternWildfires_A22_s04710w14520_r001664_c000256.npz
legacy_USGS_LPC_OR_WesternWildfires_A22_s04710w14520_r001664_c001280,USGS_LPC_OR_WesternWildfires_A22_s04710w14520.laz,validation,patches\validation\legacy_USGS_LPC_OR_WesternWildfires_A22_s04710w14520_r001664_c001280.npz,2020,cli_acquisition_override,2020,2020,2020,User-confirmed Tillamook A22 project metadata,regions/tillamook_lidar_acquisition.md,true,2024,2024-03-17,2022,project_name,2022,2,False,854,854,0.5995316159250585,1.0,True,cached,
legacy_USGS_LPC_OR_WesternWildfires_A22_s04710w14520_r001664_c001408,USGS_LPC_OR_WesternWildfires_A22_s04710w14520.laz,validation,,2020,cli_acquisition_override,2020,2020,2020,User-confirmed Tillamook A22 project metadata,regions/tillamook_lidar_acquisition.md,true,2024,2024-03-17,2022,project_name,,,,,,,,,missing_cache,No cached NAIP imagery at patches/validation/legacy_USGS_LPC_OR_WesternWildfires_A22_s04710w14520_r001664_c001408.npz
legacy_USGS_LPC_OR_WesternWildfires_A22_s04710w14520_r001664_c001536,USGS_LPC_OR_WesternWildfires_A22_s04710w14520.laz,validation,,2020,cli_acquisition_override,2020,2020,2020,User-confirmed Tillamook A22 project metadata,regions/tillamook_lidar_acquisition.md,true,2024,2024-03-17,2022,project_name,,,,,,,,,missing_cache,No cached NAIP imagery at patches/validation/legacy_USGS_LPC_OR_WesternWildfires_A22_s04710w14520_r001664_c001536.npz
legacy_USGS_LPC_OR_WesternWildfires_A22_s04770w14130_r000128_c000384,USGS_LPC_OR_WesternWildfires_A22_s04770w14130.laz,train,,2020,cli_acquisition_override,2020,2020,2020,User-confirmed Tillamook A22 project metadata,regions/tillamook_lidar_acquisition.md,true,2024,2024-03-17,2022,project_name,,,,,,,,,missing_cache,No cached NAIP imagery at patches/train/legacy_USGS_LPC_OR_WesternWildfires_A22_s04770w14130_r000128_c000384.npz
legacy_USGS_LPC_OR_WesternWildfires_A22_s04770w14130_r000128_c000896,USGS_LPC_OR_WesternWildfires_A22_s04770w14130.laz,train,,2020,cli_acquisition_override,2020,2020,2020,User-confirmed Tillamook A22 project metadata,regions/tillamook_lidar_acquisition.md,true,2024,2024-03-17,2022,project_name,,,,,,,,,missing_cache,No cached NAIP imagery at patches/train/legacy_USGS_LPC_OR_WesternWildfires_A22_s04770w14130_r000128_c000896.npz
legacy_USGS_LPC_OR_WesternWildfires_A22_s04770w14130_r000512_c001024,USGS_LPC_OR_WesternWildfires_A22_s04770w14130.laz,train,,2020,cli_acquisition_override,2020,2020,2020,User-confirmed Tillamook A22 project metadata,regions/tillamook_lidar_acquisition.md,true,2024,2024-03-17,2022,project_name,,,,,,,,,missing_cache,No cached NAIP imagery at patches/train/legacy_USGS_LPC_OR_WesternWildfires_A22_s04770w14130_r000512_c001024.npz
legacy_USGS_LPC_OR_WesternWildfires_A22_s04770w14130_r000640_c000128,USGS_LPC_OR_WesternWildfires_A22_s04770w14130.laz,train,,2020,cli_acquisition_override,2020,2020,2020,User-confirmed Tillamook A22 project metadata,regions/tillamook_lidar_acquisition.md,true,2024,2024-03-17,2022,project_name,,,,,,,,,missing_cache,No cached NAIP imagery at patches/train/legacy_USGS_LPC_OR_WesternWildfires_A22_s04770w14130_r000640_c000128.npz
legacy_USGS_LPC_OR_WesternWildfires_A22_s04770w14130_r000896_c000512,USGS_LPC_OR_WesternWildfires_A22_s04770w14130.laz,train,patches\train\legacy_USGS_LPC_OR_WesternWildfires_A22_s04770w14130_r000896_c000512.npz,2020,cli_acquisition_override,2020,2020,2020,User-confirmed Tillamook A22 project metadata,regions/tillamook_lidar_acquisition.md,true,2024,2024-03-17,2022,project_name,2022,2,False,854,854,0.5995316159250585,1.0,True,cached,
legacy_USGS_LPC_OR_WesternWildfires_A22_s04770w14130_r000896_c001408,USGS_LPC_OR_WesternWildfires_A22_s04770w14130.laz,train,,2020,cli_acquisition_override,2020,2020,2020,User-confirmed Tillamook A22 project metadata,regions/tillamook_lidar_acquisition.md,true,2024,2024-03-17,2022,project_name,,,,,,,,,missing_cache,No cached NAIP imagery at patches/train/legacy_USGS_LPC_OR_WesternWildfires_A22_s04770w14130_r000896_c001408.npz
legacy_USGS_LPC_OR_WesternWildfires_A22_s04770w14130_r001024_c000384,USGS_LPC_OR_WesternWildfires_A22_s04770w14130.laz,train,,2020,cli_acquisition_override,2020,2020,2020,User-confirmed Tillamook A22 project metadata,regions/tillamook_lidar_acquisition.md,true,2024,2024-03-17,2022,project_name,,,,,,,,,missing_cache,No cached NAIP imagery at patches/train/legacy_USGS_LPC_OR_WesternWildfires_A22_s04770w14130_r001024_c000384.npz
legacy_USGS_LPC_OR_WesternWildfires_A22_s04770w14130_r001024_c000640,USGS_LPC_OR_WesternWildfires_A22_s04770w14130.laz,train,,2020,cli_acquisition_override,2020,2020,2020,User-confirmed Tillamook A22 project metadata,regions/tillamook_lidar_acquisition.md,true,2024,2024-03-17,2022,project_name,,,,,,,,,missing_cache,No cached NAIP imagery at patches/train/legacy_USGS_LPC_OR_WesternWildfires_A22_s04770w14130_r001024_c000640.npz
legacy_USGS_LPC_OR_WesternWildfires_A22_s04770w14130_r001408_c000256,USGS_LPC_OR_WesternWildfires_A22_s04770w14130.laz,train,,2020,cli_acquisition_override,2020,2020,2020,User-confirmed Tillamook A22 project metadata,regions/tillamook_lidar_acquisition.md,true,2024,2024-03-17,2022,project_name,,,,,,,,,missing_cache,No cached NAIP imagery at patches/train/legacy_USGS_LPC_OR_WesternWildfires_A22_s04770w14130_r001408_c000256.npz
legacy_USGS_LPC_OR_WesternWildfires_A22_s04770w14130_r001408_c000384,USGS_LPC_OR_WesternWildfires_A22_s04770w14130.laz,train,,2020,cli_acquisition_override,2020,2020,2020,User-confirmed Tillamook A22 project metadata,regions/tillamook_lidar_acquisition.md,true,2024,2024-03-17,2022,project_name,,,,,,,,,missing_cache,No cached NAIP imagery at patches/train/legacy_USGS_LPC_OR_WesternWildfires_A22_s04770w14130_r001408_c000384.npz
legacy_USGS_LPC_OR_WesternWildfires_A22_s04950w13260_r000000_c000256,USGS_LPC_OR_WesternWildfires_A22_s04950w13260.laz,train,,2020,cli_acquisition_override,2020,2020,2020,User-confirmed Tillamook A22 project metadata,regions/tillamook_lidar_acquisition.md,true,2024,2024-03-17,2022,project_name,,,,,,,,,missing_cache,No cached NAIP imagery at patches/train/legacy_USGS_LPC_OR_WesternWildfires_A22_s04950w13260_r000000_c000256.npz
legacy_USGS_LPC_OR_WesternWildfires_A22_s04950w13260_r000128_c001664,USGS_LPC_OR_WesternWildfires_A22_s04950w13260.laz,train,,2020,cli_acquisition_override,2020,2020,2020,User-confirmed Tillamook A22 project metadata,regions/tillamook_lidar_acquisition.md,true,2024,2024-03-17,2022,project_name,,,,,,,,,missing_cache,No cached NAIP imagery at patches/train/legacy_USGS_LPC_OR_WesternWildfires_A22_s04950w13260_r000128_c001664.npz
legacy_USGS_LPC_OR_WesternWildfires_A22_s04950w13260_r000256_c000384,USGS_LPC_OR_WesternWildfires_A22_s04950w13260.laz,train,,2020,cli_acquisition_override,2020,2020,2020,User-confirmed Tillamook A22 project metadata,regions/tillamook_lidar_acquisition.md,true,2024,2024-03-17,2022,project_name,,,,,,,,,missing_cache,No cached NAIP imagery at patches/train/legacy_USGS_LPC_OR_WesternWildfires_A22_s04950w13260_r000256_c000384.npz
legacy_USGS_LPC_OR_WesternWildfires_A22_s04950w13260_r000768_c000640,USGS_LPC_OR_WesternWildfires_A22_s04950w13260.laz,train,,2020,cli_acquisition_override,2020,2020,2020,User-confirmed Tillamook A22 project metadata,regions/tillamook_lidar_acquisition.md,true,2024,2024-03-17,2022,project_name,,,,,,,,,missing_cache,No cached NAIP imagery at patches/train/legacy_USGS_LPC_OR_WesternWildfires_A22_s04950w13260_r000768_c000640.npz
legacy_USGS_LPC_OR_WesternWildfires_A22_s04950w13260_r000768_c001408,USGS_LPC_OR_WesternWildfires_A22_s04950w13260.laz,train,,2020,cli_acquisition_override,2020,2020,2020,User-confirmed Tillamook A22 project metadata,regions/tillamook_lidar_acquisition.md,true,2024,2024-03-17,2022,project_name,,,,,,,,,missing_cache,No cached NAIP imagery at patches/train/legacy_USGS_LPC_OR_WesternWildfires_A22_s04950w13260_r000768_c001408.npz
legacy_USGS_LPC_OR_WesternWildfires_A22_s04950w13260_r000896_c000640,USGS_LPC_OR_WesternWildfires_A22_s04950w13260.laz,train,,2020,cli_acquisition_override,2020,2020,2020,User-confirmed Tillamook A22 project metadata,regions/tillamook_lidar_acquisition.md,true,2024,2024-03-17,2022,project_name,,,,,,,,,missing_cache,No cached NAIP imagery at patches/train/legacy_USGS_LPC_OR_WesternWildfires_A22_s04950w13260_r000896_c000640.npz
legacy_USGS_LPC_OR_WesternWildfires_A22_s04950w13260_r001152_c000896,USGS_LPC_OR_WesternWildfires_A22_s04950w13260.laz,train,,2020,cli_acquisition_override,2020,2020,2020,User-confirmed Tillamook A22 project metadata,regions/tillamook_lidar_acquisition.md,true,2024,2024-03-17,2022,project_name,,,,,,,,,missing_cache,No cached NAIP imagery at patches/train/legacy_USGS_LPC_OR_WesternWildfires_A22_s04950w13260_r001152_c000896.npz
legacy_USGS_LPC_OR_WesternWildfires_A22_s04950w13260_r001664_c000256,USGS_LPC_OR_WesternWildfires_A22_s04950w13260.laz,train,,2020,cli_acquisition_override,2020,2020,2020,User-confirmed Tillamook A22 project metadata,regions/tillamook_lidar_acquisition.md,true,2024,2024-03-17,2022,project_name,,,,,,,,,missing_cache,No cached NAIP imagery at patches/train/legacy_USGS_LPC_OR_WesternWildfires_A22_s04950w13260_r001664_c000256.npz
legacy_USGS_LPC_OR_WesternWildfires_A22_s04950w13260_r001664_c000768,USGS_LPC_OR_WesternWildfires_A22_s04950w13260.laz,train,,2020,cli_acquisition_override,2020,2020,2020,User-confirmed Tillamook A22 project metadata,regions/tillamook_lidar_acquisition.md,true,2024,2024-03-17,2022,project_name,,,,,,,,,missing_cache,No cached NAIP imagery at patches/train/legacy_USGS_LPC_OR_WesternWildfires_A22_s04950w13260_r001664_c000768.npz
legacy_USGS_LPC_OR_WesternWildfires_A22_s04950w13260_r001664_c000896,USGS_LPC_OR_WesternWildfires_A22_s04950w13260.laz,train,,2020,cli_acquisition_override,2020,2020,2020,User-confirmed Tillamook A22 project metadata,regions/tillamook_lidar_acquisition.md,true,2024,2024-03-17,2022,project_name,,,,,,,,,missing_cache,No cached NAIP imagery at patches/train/legacy_USGS_LPC_OR_WesternWildfires_A22_s04950w13260_r001664_c000896.npz
legacy_USGS_LPC_OR_WesternWildfires_A22_s04980w14280_r000256_c000768,USGS_LPC_OR_WesternWildfires_A22_s04980w14280.laz,train,,2020,cli_acquisition_override,2020,2020,2020,User-confirmed Tillamook A22 project metadata,regions/tillamook_lidar_acquisition.md,true,2024,2024-03-17,2022,project_name,,,,,,,,,missing_cache,No cached NAIP imagery at patches/train/legacy_USGS_LPC_OR_WesternWildfires_A22_s04980w14280_r000256_c000768.npz
legacy_USGS_LPC_OR_WesternWildfires_A22_s04980w14280_r000384_c000256,USGS_LPC_OR_WesternWildfires_A22_s04980w14280.laz,train,,2020,cli_acquisition_override,2020,2020,2020,User-confirmed Tillamook A22 project metadata,regions/tillamook_lidar_acquisition.md,true,2024,2024-03-17,2022,project_name,,,,,,,,,missing_cache,No cached NAIP imagery at patches/train/legacy_USGS_LPC_OR_WesternWildfires_A22_s04980w14280_r000384_c000256.npz
legacy_USGS_LPC_OR_WesternWildfires_A22_s04980w14280_r000384_c001280,USGS_LPC_OR_WesternWildfires_A22_s04980w14280.laz,train,,2020,cli_acquisition_override,2020,2020,2020,User-confirmed Tillamook A22 project metadata,regions/tillamook_lidar_acquisition.md,true,2024,2024-03-17,2022,project_name,,,,,,,,,missing_cache,No cached NAIP imagery at patches/train/legacy_USGS_LPC_OR_WesternWildfires_A22_s04980w14280_r000384_c001280.npz
legacy_USGS_LPC_OR_WesternWildfires_A22_s04980w14280_r000640_c000000,USGS_LPC_OR_WesternWildfires_A22_s04980w14280.laz,train,,2020,cli_acquisition_override,2020,2020,2020,User-confirmed Tillamook A22 project metadata,regions/tillamook_lidar_acquisition.md,true,2024,2024-03-17,2022,project_name,,,,,,,,,missing_cache,No cached NAIP imagery at patches/train/legacy_USGS_LPC_OR_WesternWildfires_A22_s04980w14280_r000640_c000000.npz
legacy_USGS_LPC_OR_WesternWildfires_A22_s04980w14280_r000896_c000512,USGS_LPC_OR_WesternWildfires_A22_s04980w14280.laz,train,,2020,cli_acquisition_override,2020,2020,2020,User-confirmed Tillamook A22 project metadata,regions/tillamook_lidar_acquisition.md,true,2024,2024-03-17,2022,project_name,,,,,,,,,missing_cache,No cached NAIP imagery at patches/train/legacy_USGS_LPC_OR_WesternWildfires_A22_s04980w14280_r000896_c000512.npz
legacy_USGS_LPC_OR_WesternWildfires_A22_s04980w14280_r001024_c001408,USGS_LPC_OR_WesternWildfires_A22_s04980w14280.laz,train,,2020,cli_acquisition_override,2020,2020,2020,User-confirmed Tillamook A22 project metadata,regions/tillamook_lidar_acquisition.md,true,2024,2024-03-17,2022,project_name,,,,,,,,,missing_cache,No cached NAIP imagery at patches/train/legacy_USGS_LPC_OR_WesternWildfires_A22_s04980w14280_r001024_c001408.npz
legacy_USGS_LPC_OR_WesternWildfires_A22_s04980w14280_r001280_c001536,USGS_LPC_OR_WesternWildfires_A22_s04980w14280.laz,train,,2020,cli_acquisition_override,2020,2020,2020,User-confirmed Tillamook A22 project metadata,regions/tillamook_lidar_acquisition.md,true,2024,2024-03-17,2022,project_name,,,,,,,,,missing_cache,No cached NAIP imagery at patches/train/legacy_USGS_LPC_OR_WesternWildfires_A22_s04980w14280_r001280_c001536.npz
legacy_USGS_LPC_OR_WesternWildfires_A22_s04980w14280_r001408_c001024,USGS_LPC_OR_WesternWildfires_A22_s04980w14280.laz,train,,2020,cli_acquisition_override,2020,2020,2020,User-confirmed Tillamook A22 project metadata,regions/tillamook_lidar_acquisition.md,true,2024,2024-03-17,2022,project_name,,,,,,,,,missing_cache,No cached NAIP imagery at patches/train/legacy_USGS_LPC_OR_WesternWildfires_A22_s04980w14280_r001408_c001024.npz
legacy_USGS_LPC_OR_WesternWildfires_A22_s04980w14280_r001408_c001280,USGS_LPC_OR_WesternWildfires_A22_s04980w14280.laz,train,,2020,cli_acquisition_override,2020,2020,2020,User-confirmed Tillamook A22 project metadata,regions/tillamook_lidar_acquisition.md,true,2024,2024-03-17,2022,project_name,,,,,,,,,missing_cache,No cached NAIP imagery at patches/train/legacy_USGS_LPC_OR_WesternWildfires_A22_s04980w14280_r001408_c001280.npz
legacy_USGS_LPC_OR_WesternWildfires_A22_s04980w14280_r001536_c000512,USGS_LPC_OR_WesternWildfires_A22_s04980w14280.laz,train,,2020,cli_acquisition_override,2020,2020,2020,User-confirmed Tillamook A22 project metadata,regions/tillamook_lidar_acquisition.md,true,2024,2024-03-17,2022,project_name,,,,,,,,,missing_cache,No cached NAIP imagery at patches/train/legacy_USGS_LPC_OR_WesternWildfires_A22_s04980w14280_r001536_c000512.npz
legacy_USGS_LPC_OR_WesternWildfires_A22_s05040w13830_r000000_c001024,USGS_LPC_OR_WesternWildfires_A22_s05040w13830.laz,train,,2020,cli_acquisition_override,2020,2020,2020,User-confirmed Tillamook A22 project metadata,regions/tillamook_lidar_acquisition.md,true,2024,2024-03-17,2022,project_name,,,,,,,,,missing_cache,No cached NAIP imagery at patches/train/legacy_USGS_LPC_OR_WesternWildfires_A22_s05040w13830_r000000_c001024.npz
legacy_USGS_LPC_OR_WesternWildfires_A22_s05040w13830_r000000_c001152,USGS_LPC_OR_WesternWildfires_A22_s05040w13830.laz,train,,2020,cli_acquisition_override,2020,2020,2020,User-confirmed Tillamook A22 project metadata,regions/tillamook_lidar_acquisition.md,true,2024,2024-03-17,2022,project_name,,,,,,,,,missing_cache,No cached NAIP imagery at patches/train/legacy_USGS_LPC_OR_WesternWildfires_A22_s05040w13830_r000000_c001152.npz
legacy_USGS_LPC_OR_WesternWildfires_A22_s05040w13830_r000000_c001280,USGS_LPC_OR_WesternWildfires_A22_s05040w13830.laz,train,,2020,cli_acquisition_override,2020,2020,2020,User-confirmed Tillamook A22 project metadata,regions/tillamook_lidar_acquisition.md,true,2024,2024-03-17,2022,project_name,,,,,,,,,missing_cache,No cached NAIP imagery at patches/train/legacy_USGS_LPC_OR_WesternWildfires_A22_s05040w13830_r000000_c001280.npz
legacy_USGS_LPC_OR_WesternWildfires_A22_s05040w13830_r000128_c000640,USGS_LPC_OR_WesternWildfires_A22_s05040w13830.laz,train,,2020,cli_acquisition_override,2020,2020,2020,User-confirmed Tillamook A22 project metadata,regions/tillamook_lidar_acquisition.md,true,2024,2024-03-17,2022,project_name,,,,,,,,,missing_cache,No cached NAIP imagery at patches/train/legacy_USGS_LPC_OR_WesternWildfires_A22_s05040w13830_r000128_c000640.npz
legacy_USGS_LPC_OR_WesternWildfires_A22_s05040w13830_r000128_c000768,USGS_LPC_OR_WesternWildfires_A22_s05040w13830.laz,train,,2020,cli_acquisition_override,2020,2020,2020,User-confirmed Tillamook A22 project metadata,regions/tillamook_lidar_acquisition.md,true,2024,2024-03-17,2022,project_name,,,,,,,,,missing_cache,No cached NAIP imagery at patches/train/legacy_USGS_LPC_OR_WesternWildfires_A22_s05040w13830_r000128_c000768.npz
legacy_USGS_LPC_OR_WesternWildfires_A22_s05040w13830_r000128_c000896,USGS_LPC_OR_WesternWildfires_A22_s05040w13830.laz,train,,2020,cli_acquisition_override,2020,2020,2020,User-confirmed Tillamook A22 project metadata,regions/tillamook_lidar_acquisition.md,true,2024,2024-03-17,2022,project_name,,,,,,,,,missing_cache,No cached NAIP imagery at patches/train/legacy_USGS_LPC_OR_WesternWildfires_A22_s05040w13830_r000128_c000896.npz
